CMDLINE /home/julian/.local/share/virtualenvs/code-tW9RC7Ez/bin/python test.py
MEM 972.253906 1691846991.0519
MEM 757.953125 1691846991.1521
MEM 757.953125 1691846991.2524
MEM 757.953125 1691846991.3526
MEM 568.937500 1691846991.4528
MEM 792.660156 1691846991.5531
MEM 710.128906 1691846991.6534
MEM 710.128906 1691846991.7536
MEM 710.128906 1691846991.8539
MEM 833.273438 1691846991.9542
MEM 757.953125 1691846992.0544
MEM 757.953125 1691846992.1547
MEM 757.953125 1691846992.2549
MEM 757.953125 1691846992.3553
MEM 757.953125 1691846992.4555
MEM 757.953125 1691846992.5558
MEM 757.953125 1691846992.6560
MEM 757.953125 1691846992.7563
MEM 757.953125 1691846992.8565
MEM 757.953125 1691846992.9568
MEM 757.953125 1691846993.0570
MEM 757.953125 1691846993.1572
MEM 757.953125 1691846993.2575
MEM 757.953125 1691846993.3577
MEM 757.953125 1691846993.4580
MEM 757.953125 1691846993.5582
MEM 757.953125 1691846993.6584
MEM 757.953125 1691846993.7587
MEM 757.953125 1691846993.8589
MEM 757.953125 1691846993.9592
MEM 951.753906 1691846994.0595
MEM 757.953125 1691846994.1599
MEM 757.953125 1691846994.2601
MEM 757.953125 1691846994.3604
MEM 534.890625 1691846994.4606
MEM 710.128906 1691846994.5611
MEM 710.128906 1691846994.6613
MEM 710.128906 1691846994.7615
MEM 710.128906 1691846994.8618
MEM 757.953125 1691846994.9620
MEM 757.953125 1691846995.0623
MEM 757.953125 1691846995.1625
MEM 757.953125 1691846995.2628
MEM 961.753906 1691846995.3631
MEM 757.953125 1691846995.4634
MEM 757.953125 1691846995.5636
MEM 757.953125 1691846995.6638
MEM 925.753906 1691846995.7642
MEM 757.953125 1691846995.8645
MEM 949.023438 1691846995.9648
MEM 757.953125 1691846996.0650
MEM 889.753906 1691846996.1654
MEM 757.953125 1691846996.2656
MEM 907.023438 1691846996.3660
MEM 757.953125 1691846996.4662
MEM 863.523438 1691846996.5665
MEM 757.953125 1691846996.6668
MEM 871.023438 1691846996.7671
MEM 757.953125 1691846996.8674
MEM 568.937500 1691846996.9676
MEM 710.539062 1691846997.0678
MEM 709.613281 1691846997.1681
MEM 874.136719 1691846997.2684
MEM 709.714844 1691846997.3687
MEM 844.445312 1691846997.4690
MEM 757.437500 1691846997.5692
MEM 840.101562 1691846997.6695
MEM 757.539062 1691846997.7698
MEM 804.445312 1691846997.8701
MEM 757.437500 1691846997.9754
MEM 824.101562 1691846998.0757
MEM 757.539062 1691846998.1759
MEM 782.445312 1691846998.2762
MEM 757.437500 1691846998.3765
MEM 782.101562 1691846998.4768
MEM 757.539062 1691846998.5771
MEM 757.539062 1691846998.6773
