"","s0","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31","s32","s33","s34","s35","s36","s37","s38","s39","s40"
"GLUL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00966857213060208,0.0241955804737067,0.0242328323048516,0.0135377468897093,0.00499119137487784,0,0,0,0.00105730067180665,0.00176174128600214,0.00299893053119218,0.00496811571524304,0.00799088225568438,0.00954264435035445,0.00849002034307867,0.0044081728212646,0.00364373465499315,0.00273025991806972,0.00142963693316212,0.000920782258717198,0.000579293244947892
"GNAI3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117545214679506,0.025453295869442,0.0381374711466885,0.0477811815669611,0.0538998777817569,0.0559539091196385,0.0565565891547223,0.057122699600734,0.0576922544784994,0.0581981247633164,0.0585695703876547,0.0598761789840856,0.0616528331616562,0.06369026674159
"GNG12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNPAT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00096029960625322,0.0126277563544519,0.0317216214140571,0.055131416936062,0.0814443813663415,0.108303531987773
"GNPDA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOLPH3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026894584570605,0.0264057212831342,0.0474146209773843,0.0702857976018042,0.097925562126275,0.125518171689357,0.151110089677298,0.17929448363753,0.208190478035804,0.237331254314649,0.265427227175912,0.286256617824095,0.309538668208471,0.3330776459717,0.354804856976753,0.375798455389235
"GORASP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000187331999985031,-0.003622089918007,-0.0131151969424298,-0.0271949534532539
"GP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00225942755292222,-0.0100279356437987
"GPAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00927222615769362,-0.0244844167395893,-0.0444032660887744,-0.0696259591277359,-0.100498110192,-0.129117214147921,-0.159216787535047,-0.186187580226209,-0.212459772823726,-0.238661787699872
"GPD1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GPN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00265951384086761,0.009993563954576,0.0194848279463075
"GPR180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00208834728280434,0.0146284922033419,0.0341203964618344,0.0568540602463153,0.0816798708296636
"GPX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149349786867732,0.0352875755168477,0.0501085184832883,0.0530620113636248,0.0534940096152661,0.0522813511451908,0.0556462079709766,0.0591650651660166,0.0595712517385604,0.0637272046054427,0.0615659348533033,0.0539008919272918,0.0470437380316911,0.0356677798096749,0.0234005303332207,0.00853086072407546,0,0,0,0,0,0,0,0,0
"GRSF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GSTA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203423370441095,0.018111734541483,0.0286902440911366,0.0328602962295551,0.0314876920700307,0.0324663712924282,0.035721167516147,0.0459027612981535,0.0628656789081902,0.0763395197206072,0.101740520625993,0.114219460767921,0.130320929350677,0.146524499219562,0.164306953732354,0.178144341340271,0.188738405265469,0.195382361939701,0.199787861822777,0.204183732361918,0.205925862870482,0.210297820520666,0.21243457008955,0.21746109679876,0.224574282732746
"GSTA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GTDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GYG1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HAUS3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HDHD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HDHD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HECTD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00387425294267902,-0.025007397086296,-0.0487398069488228,-0.0714073624907599,-0.0928293676414332,-0.114054490554404,-0.13317449576116,-0.151341156694333,-0.170241200747658,-0.188695356886814,-0.207301163955326,-0.229347542936366,-0.257611914104187,-0.287838241626741,-0.318198772446346
"HELQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00799851724319534,-0.0351944972015545,-0.0601326473190704,-0.0685163998796302,-0.0783355596022938,-0.0875806975126115,-0.0918628854736552,-0.098048263066495,-0.110680202123564,-0.124910246055818,-0.143246700584346,-0.166064803025202,-0.191117902314363,-0.216585509556701,-0.237068380156069,-0.258143731322207,-0.276191732535518,-0.294429080681697,-0.311386561230285
"HERC4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HERPUD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HEXB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00595347818615903,0.0117134060758466,0.0238397023857977,0.0428543337563063,0.0630628979219042,0.0862305075631443,0.104715823348791,0.123419070446462,0.145463390367412,0.174808112389104,0.203422649371367,0.236067655203053,0.271915870887999,0.310133772601274,0.348840162542074,0.378375977115515,0.408224379909889,0.438251832726428,0.46668225068017,0.495426944119218
"HHLA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HIF1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HIF1AN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HILPDA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00930822667989862,0.0271997740995795,0.0437153729477515,0.0578713196231522,0.0703762203167282,0.0833855877431325,0.0958972419809488,0.105674627649367,0.111441332578941,0.117392122362366,0.122014981934226,0.126559693874851,0.132162910159151,0.140390563862529,0.150543460681506,0.164003922787813,0.177547338252361,0.192374998333407,0.21014252781492
"HIST1H1C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HIST2H2BE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00578413095789461,-0.00977702290558566,-0.0194140164311876,-0.0247400905393906,-0.0307571359318944,-0.0498117104397721,-0.0652543783223076,-0.0771677260445293,-0.0887508208742719,-0.0947793275869372,-0.097968262503858,-0.0974757569514259,-0.0921523457151363,-0.0889438046656003,-0.0914087685454658,-0.0966897840899912,-0.103912001692438,-0.112765244097318,-0.122610629306916,-0.128923290946027,-0.134417431565624,-0.138088496184664,-0.140327647375646,-0.142038356125223
"HMGCR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMGN4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HNF4G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HNRNPK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HSD17B4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HSPA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HSPA6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110321960361186,-0.0492422290294956,-0.0835589677199684,-0.122362921939998,-0.144421258845335,-0.155382706198913,-0.164925643200089,-0.173921931193306,-0.181788021220578,-0.192238782006649,-0.205789041708411,-0.222316521204825,-0.240418326718926,-0.256226998790707,-0.272059880075114,-0.293802681655398,-0.317540586619917,-0.341631343484169
"HSPA8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HSPB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HSPB8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HSPH1",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00961260165257415,-0.0382261218495793,-0.0652624773043898,-0.100208225003858,-0.136558079311041,-0.17426739385576,-0.217065721765848,-0.25560153642102,-0.294731979759853,-0.334095686680373,-0.381951658474461,-0.435150964238348,-0.483662080458418,-0.538829749725683,-0.588425638367704,-0.65020303510347,-0.711714954497066,-0.773005641387622,-0.828831439735078,-0.887585591381986,-0.951490439615124,-1.01829963365738,-1.08914601983553,-1.15151055509413,-1.21522954098351,-1.27840765088481,-1.34220098505188,-1.40627315135337
"IBTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ICAM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133909484205141,0.0200298548308222,0.0395897048779494,0.0555744961598017,0.0744716529103301,0.0946537629609226,0.11813814653627,0.141194341808319,0.164504357046998,0.184847258918737,0.203350492507934,0.221061207900303,0.238458277205849,0.257944487111741,0.283486273524817,0.308035358281229,0.331135496687766
"ID1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00166714751925224,-0.0315066756590555,-0.0601954471069196,-0.0873382946553531,-0.11679868312532,-0.149915361916465,-0.176329149549055,-0.20273503516496,-0.234022884188583,-0.268819379245985,-0.303907384109156,-0.339715583537107,-0.378016336563288,-0.418755553907781,-0.45985159526211,-0.494502332965824,-0.529145095783331,-0.559012293174092,-0.590990312789713,-0.624764718232262
"ID2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000711510487968871,0.00774602052354315,0.0164993412479082,0.0240913013384745,0.0341411528175731,0.0464882356732643,0.0598686010814161,0.0729878129560198,0.0847396836436213,0.0942418056657933,0.102903150780085,0.11328999870365,0.126695224407066,0.140823166633456
"IDE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDI1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117433431515569,-0.0457865735131588,-0.0683699449133294,-0.0917914993347444,-0.11394753379889,-0.13578400891669,-0.161373185858751,-0.188201793599939,-0.213339018700254,-0.257806747411878,-0.289583865533947,-0.329772330350317,-0.36822190838754,-0.406654547130206,-0.439411396146134,-0.473803181733252,-0.509846114978466,-0.547066237579958,-0.58450364183196,-0.614599450469929,-0.644347147071908,-0.672091034360988,-0.699235438178165,-0.726319454362637
"IFI44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.77936579344616e-05,-0.00680377597845239,-0.0166212836441593,-0.0291544751111877,-0.0434782167269873,-0.0605216786185285,-0.0782936993141246,-0.0918693157925054,-0.101474120941094,-0.1080845185428,-0.11302112233069,-0.118219249183734
"IFIT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00153603148831963,0.00574542150392881,0.0104328060928544,0.0162087084787307,0.0233692597815581
"IFIT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232150181959587,0.0436127045341745,0.0627768306767237,0.0769141503840363,0.0838631259931649,0.0821216716609629,0.0926427369075821,0.102367005789357,0.106673328610106,0.108978225564318,0.112922428942439,0.117677994799012,0.123221746351457,0.128195329641877,0.131443934408345,0.132627374012738,0.131771787878626,0.128720012240968,0.124238691292802,0.118162551849135
"IFIT3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271530377947332,-0.0598365834421058,-0.0914573475478454,-0.119800892149962,-0.148136289116676,-0.17747455710887,-0.206086734270138,-0.234229921048826,-0.258064952508451,-0.281116498360799,-0.302122285129345,-0.321458690385788,-0.34108270266712
"IFIT5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IFNGR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125361027210465,-0.0305586755773946,-0.050966771407046,-0.0678294506525632,-0.0896997797991235,-0.110309548670649,-0.124659420875344,-0.140689103601741,-0.156722333419765,-0.171196809618587,-0.184077489493512,-0.193750919255836,-0.203286828681573,-0.214750188325913,-0.225699185767138,-0.236823256816954
"IFT57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL13RA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL17RB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000374876518370227,-0.0234016685379983,-0.038146998372571,-0.0673133439646574,-0.0853643261550679,-0.102469741529802,-0.114012653850772,-0.124128958417313,-0.135624423014466,-0.149743965826329,-0.166428017748453,-0.185896423613731,-0.207395252248606,-0.227209853758953,-0.248257525957141,-0.265991964729413,-0.283536481482228,-0.301746038381648
"INADL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0160443413022645,-0.0390586932404937,-0.0620332259719231,-0.0796513004130825,-0.102812710739474,-0.128119110394963,-0.152782192616336,-0.17700667583567,-0.200010482002203,-0.221570200682869,-0.241788308181318,-0.259735209029399,-0.274416299040075,-0.288388697499484,-0.302552827493195,-0.317244720658395,-0.332824027454546,-0.348341164748543
"INPP4B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INSIG1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INTS7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00917112823566969,0.0449929123485439,0.0852757029827723,0.128197296470435,0.17060364917757,0.209871670089529,0.248639972890348,0.286537068888135,0.321938353580615,0.356037339771684,0.387856466587647,0.420010700349874,0.451854204445942,0.484096606743101,0.517134853195709
"IPO5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000776763781860224,0.00249287179655417,0.00343251075826446,0.00675306325595323,0.0111649930951436
"IQCG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IST1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00738574999800369,0.0185801330408039,0.0237636597411598,0.0263777372799322,0.0396926929433192,0.0458813382119561,0.0460190208199058,0.0438183534033779,0.0385001782413669,0.0309519873134271,0.0204531039433686,0.0090638016604509,0,0,0,0,0,0,0
"ITFG1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITGA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITGA6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0108465468758209,-0.0261313050672277,-0.0355577823933809,-0.0327634846531062,-0.032543079177959,-0.0386672801712674,-0.0518008852217304,-0.0742269212043679,-0.0917288202632802,-0.110206999490638,-0.12596528427919,-0.141822270307534,-0.156519096585469,-0.174164140320197,-0.190393045001277,-0.205893776825971,-0.222111467815719,-0.236220286762839,-0.251772051021757,-0.270670691293928,-0.290331641314923,-0.309748022562413
"ITGB6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITM2A",0,0,0,0,0,0,0,0,0,0,0,0,-0.0391115576359568,-0.079796399199431,-0.117700701758337,-0.157414710017432,-0.189397655358352,-0.221702945154202,-0.248797353759774,-0.275280713290168,-0.308445017948081,-0.354163514971956,-0.401559057868634,-0.448817177842385,-0.493626131144473,-0.525471720474941,-0.574790182991009,-0.619942014371026,-0.679436274623161,-0.744992222860782,-0.814721330307766,-0.87351637216988,-0.93399863596786,-0.995057509203609,-1.05597967261146,-1.11688754866564,-1.16779808719091,-1.21651121318751,-1.26927791383478,-1.32252236229303,-1.37874481915897
"IVNS1ABP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134999366461963,-0.0271687288307692,-0.0403435821631499,-0.0461163244169876,-0.0455132891746267,-0.0482060755370506,-0.0529637460031415,-0.0639285558581613,-0.0739066487157479,-0.0808544354125056,-0.0849887520431858,-0.0862507289591273,-0.0858093197673697,-0.0847020356897067,-0.0868336313611571,-0.0913640983120923,-0.0998254344308607,-0.10850731601719,-0.117712109605089
"JKAMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JMJD1C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAT7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KBTBD7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170875861404686,-0.0525626713899844,-0.0800824487294422,-0.0989734008028953,-0.114434966017895,-0.12330002514754,-0.140021606757353,-0.15116160591731,-0.1578628230419,-0.162345483976044,-0.166736491766029,-0.171067640845957,-0.175464817879336,-0.182861741905406,-0.194290939591443,-0.208498983645401,-0.218178817069577,-0.228002890248335,-0.238307944813667,-0.2493245802577,-0.263309594780329
"KDELR3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00560692439252948,-0.0400237361215988,-0.0780678540574319,-0.118437976112464,-0.154233880477379,-0.192542641861769,-0.214514814348831,-0.228275887674435,-0.235511527872047,-0.243080600454997,-0.250463225222883,-0.2606843609141,-0.272413463600461,-0.285154873555244,-0.300641851816242,-0.316136607316776,-0.331376523433697,-0.346812172924886,-0.362266347725945,-0.377791749601291
"KIAA0391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIAA0586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIAA1033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00514655228784905,-0.0102207909392973,-0.00678861105272415,-0.00694368347970152,-0.00164874530926863,-0.00342512159235278,0,0,0,0,0,0,0,0,0,0,0,-0.002569986458541,-0.00667386745915445
"KIAA1109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00845334429198581,0.0337617198002769,0.0475160365621513,0.062780066667319,0.0887180180638507,0.123285371756878,0.153606503755538,0.183233720303685,0.209204827190219,0.239216134308056,0.268500281095898,0.29570925933231,0.320006540858856,0.343363353966431,0.364657168096374,0.385891692316237,0.407649785973956,0.426330142890609,0.446084597616372,0.469999594577514,0.494930276121057,0.519845434064762
"KIAA1279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00822866985052735,0.021069671740487,0.0369680252420943,0.0533323754449685,0.0716229936069182,0.0817120116808727,0.0895675514497044,0.0954948939101539,0.095627779467606,0.0911816692765125,0.0853368819553384,0.0810730230931249,0.0769209506303549,0.0699550402952286,0.0630105201506694,0.0569891267454469,0.0549014236262802,0.0531476187625955,0.0530463211364259,0.052166851044868,0.0509473187789665
"KIAA1826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00498265873945231,0.0244680872319166,0.0312453170938387,0.0303532369505653,0.0244080552224377,0.0198604369443645,0.0161872934474136,0.0113186336081946,0.00671356072253118,0.00254250388516205,0.00269964475290603,0.00267611527806861,0.00251753273012255,0.00318290544471546,0.00328193419217096,0.00373310464931899,0.00392867996728945,0.00325914633294462
"KIF3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00524224121285298,-0.0132544975743402,-0.0247975749907624,-0.0395087818925132,-0.0573996842381912,-0.0772934883763623
"KLHDC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00222044007360649,0.0179671474813699,0.032638797746146,0.0512937754878777,0.0711812687030035,0.0942814367400838,0.120073758210959,0.139597866910181,0.152593288055407,0.164054197203625,0.180290912820942,0.199761803838461,0.220919240848968,0.244108602557294,0.268505802058771,0.294531754732795,0.320720154676943,0.347619804180435,0.372978155092188,0.398760321007099,0.424620125136125
"KLHL12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00734671253808681,0.0295795560741371,0.0541677557565402,0.0750477589057842,0.0970161112966147,0.11879758375876,0.136216050472672,0.152955222728794,0.171715365642474,0.193141627609441,0.216407671230893,0.241925118731451,0.266314198310638,0.293246878075239,0.318486528737882,0.343293482841519,0.366606689447218
"KLK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KPNA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KPNA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00880153302813483,-0.0258956734409597,-0.0378791569943613,-0.047645083829962,-0.0488928014400927,-0.0452289892330393,-0.0409531692183075,-0.0358219836092113,-0.0302314914329447,-0.0249405754709101,-0.0196606593518168,-0.016082536844423,-0.0119970694876621,-0.0089990178487642,-0.00513327613271527,0
"KRCC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KRT7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102436855945098,0.0341561772562387,0.0598123605604208,0.0867504050942203,0.119024341452394,0.145079463274903,0.163996840020779,0.169710987729025,0.179874215026397,0.188189067463049,0.219189141463458,0.23457683934825,0.248900735265187,0.257150708222432,0.261084653656393,0.263155872753744,0.264560635768886,0.268241868626591,0.271898881300174,0.273000170160852,0.27509708819097,0.278246896655799,0.28240168408626,0.287086415785303,0.291235221132029
"L3MBTL4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00387182698537796,-0.0126799232641268,-0.010081868895247,-0.00552598756510542,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LACC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAMP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
