"","s0","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31","s32","s33","s34","s35","s36","s37","s38","s39","s40"
"LPCAT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LRIG2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00281225041855938,0.0223419486586619,0.0311858378966476,0.0471657342270176,0.0650154988967881,0.0820492582002928,0.100287073167148,0.120771235724483,0.144087992153379,0.167852667055792,0.190518705385598,0.209767771551858,0.22791980029126,0.241756337004745,0.255343538025923,0.269510893312849
"LRRC8D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTA4H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LXN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LYZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0221569346520026,-0.0643211899341951,-0.0974791757070962,-0.136299276403642,-0.17433308212675,-0.211555427240094,-0.244043639330864,-0.279097318294772,-0.317483800889418,-0.357689171209067,-0.401558824206996,-0.442875794704783,-0.488423398318668,-0.536523083166235,-0.586351846561415,-0.638099944275113
"MALAT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00590188380037075,0.0177554454224885,0.0309025582038112,0.0434636657330807
"MANEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00215269854150275,-0.0091001381354309,-0.0175721685582281,-0.026834565989267
"MAOA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102242808728565,0.024321488398915,0.0389855165768891,0.0587318213337957,0.0718457332664123,0.0824557859041141,0.0841048763195235,0.0860491497370744,0.0911687258279079,0.0975721481580608,0.104035996531225,0.113904981051059,0.126944937633782,0.140236778477941,0.154125414970035,0.160819122848791,0.166801741924897,0.173821664691496,0.180621545014342,0.18835911363018
"MAP1LC3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000456769398813107,-0.0475123427848945,-0.106120239702248,-0.164036686630619,-0.223004082315848,-0.279074923900125,-0.335939354004256,-0.38182884897522,-0.427542228684907,-0.469925140984298,-0.511928365839321,-0.547447642990906,-0.584117562065358,-0.622602132369441,-0.663038456168721,-0.705039910196016,-0.738722190197662,-0.773322203833847,-0.810409808118193,-0.847946319603061,-0.886854947141839
"MAP2K3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115977931007066,0.0251757114012156,0.0377467006033195,0.0440326658212228,0.0488466500536114,0.0530854813795595,0.0586599117982786,0.0658493054435992
"MAP3K7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00817975289426677,-0.0234723179586998,-0.0389598674959317,-0.0561506570952012,-0.0736336404183337
"MARVELD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0017328996090151,-0.00557017430147882,-0.0097898822232921,-0.0147755454427401,-0.0307482069523256,-0.0524789311553142,-0.077129130501795,-0.0996400122704626,-0.118857989745197,-0.136955028292901,-0.153427998782909,-0.169813449791809,-0.188164729971864,-0.203202093944222,-0.218097249455566,-0.232740945787588,-0.249222743725677,-0.265665872162738
"MAT2A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0059524952890271,-0.0192444183911541,-0.0320517705069813,-0.0534833430126488,-0.0796615829011235,-0.0960037112031405,-0.110489481781895,-0.123684856296145,-0.138253539210126,-0.155318086253792,-0.170600740809471,-0.18843882829946,-0.206448828908094,-0.224640049219784,-0.242882497146642,-0.258941459092906,-0.275420135871798,-0.295117734901884,-0.314508218758292,-0.333497605395147
"MATR3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017967881375931,0.0118837661690797,0.0255411416405685,0.0381891412434717,0.0485583267665551,0.06078876967873,0.0703117439424282,0.0733753444102359,0.072367221445855,0.0683273868480126
"MCCC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MCL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MCOLN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133709847831168,-0.0320445269688294,-0.0518571289974751,-0.0669909505016371,-0.0797400686323364,-0.0888544678789497,-0.0964704351347886,-0.103753207517298
"MCOLN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000792783742300032,-0.00121368024109174,-0.000866604409169047,-0.000346103352008557,0,0,0,0,0,0
"MCU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000386974323113242,0.000797957725883181,0.000708578518952641,0,0,0,0,0,0,0,0,0
"MED20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00497593307322732,0.0156057690231943,0.0194841955116992,0.0283560875321764,0.0364246974226494,0.048418354255005,0.0536257767600125,0.0607696294164394,0.0715386978152453,0.0931435406304905,0.114796386674457,0.144054463410855,0.179899646509447,0.218507936580199,0.258870373280315,0.293135021866382,0.331786011644886,0.375047225226803,0.42053065181439,0.467317408413946
"MED21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEG3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00642751745906556,0.0286858535410382,0.0534709029620933,0.0840189414619168,0.108364410612877,0.123787384456869,0.146191496706259,0.16292303200873,0.187674086674674,0.2169912691486,0.243956857810358,0.268058956754342,0.286872562347799,0.306948988973484,0.328510749948176,0.350157813115913,0.370437841544456,0.385640941072045,0.400260578930673,0.416352137027404,0.433446679266385,0.450767048910263
"MEP1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0463169586760732,-0.125228801561625,-0.211827093489443,-0.287775184039458,-0.361451206888777,-0.425815938994667,-0.483932128337964,-0.545151283549146,-0.612405841590948,-0.665174732044842,-0.727434713303424,-0.788408591061029,-0.859378562167485,-0.927158097646851,-0.993244424537479,-1.05381893297974,-1.11786251218578,-1.1833345332342,-1.25270085073555,-1.32453537623904,-1.37955267975819,-1.43813318510962,-1.50071192712182,-1.56648446641625,-1.63720247472784
"MEST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000817467881711623,0.0101895405046048,0.0205349457138541,0.0291985253923612,0.0379406682072186,0.0473305664653803,0.0602172286007113,0.0743075070821538,0.0875576398603259,0.0973957793523467,0.106469961822115,0.115868344486418,0.123154456479151,0.12985354017576
"MET",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MFSD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00792848994033702,0.0151164975549379,0.0219437829155093,0.0297001589479193,0.0384453494063862,0.0454097792495768,0.0508026624927538,0.0512280312801863,0.0503224269505415,0.0483170790729116
"MGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MINPP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MKL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00332181326888096,-0.00433663780405752
"MLL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMAA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMP7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOAP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137959659104707,-0.0335958573589565,-0.0574550421273221,-0.0824788967622394,-0.108628209662555,-0.133794423913105,-0.163019083438338,-0.195442574105538,-0.228818650091506,-0.261660731392114,-0.288652931812067,-0.313723452713129,-0.338361848796736,-0.36281439101175,-0.38870582965181
"MORF4L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRFAP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00835204363051655,-0.0190534385801735,-0.0284373423882036,-0.0381634844308667,-0.0419906799486145,-0.0462455753558862,-0.0483089403966832,-0.0481699053964273,-0.0455517099946761,-0.0427478873889613,-0.0429331415929614,-0.0451219838119723,-0.0503965372574667,-0.0565630558605682
"MSH3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSMO1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MT1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00230545909499786,0,0.00246900657513109,0.00624660987861923,0.0123252726418624,0.0212155652964197,0.0308154879222151,0.0408930792622701,0.0507163532270961,0.0604403956456982,0.0697449978431213,0.0824005777064062,0.0952945068552646,0.109488711087775,0.123045430713584,0.135804390096528
"MT1E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MT1G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MT1X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MT2A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00141224897670381,-0.00494945865647582
"MTAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00451787774587934,0.0234995994360233,0.0388674180169531,0.0470520656528494,0.0583354356170812,0.0671563677695528,0.0762003073101118,0.0821113122605608,0.0855845326733881,0.0915814986318265,0.0983577922865108,0.104441256019664,0.110492241318429,0.117172019018968,0.122962675933528,0.127964574635344,0.132571934489865,0.138227723716259,0.143578640365314
"MTCH2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MTERF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MTERFD3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00365453397543493,-0.00481973260099492,-0.0137092510221592,-0.024679038921491,-0.0373325633006429,-0.0551436868744059,-0.0703689104174132,-0.0865491376959142,-0.101902047936757,-0.118749661947684,-0.133514187748976,-0.149567128867766,-0.164377500156838,-0.17683473455366,-0.188297755006955,-0.196487768024475,-0.205748303311455,-0.217167815673734,-0.229900510169127,-0.244418445275798
"MTHFD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MTMR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MTO1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000283796059578519,-0.00266984863740997,-0.00503479134927981,-0.00629501535003342,-0.00726549875355172,-0.00808236464585753,-0.0100896435942229,-0.0111402146006645
"MUC6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00053556542998174,0.00163256290227706,0.00422697385815681,0.00928355332567039,0.0154396697970351,0.0222685145337143
"MX1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00861498434313483,0.0129238815354697,0.0134170491156016,0.0194330515408301,0.0276088092017749,0.0336510590744317,0.0380175698304895,0.0422707455584583,0.0454123382773132,0.0496158539369235,0.0569991527311337,0.0668347307482138,0.07634047157873,0.0854699330874956,0.0948543518505843,0.104817270577924
"MYO6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NAA50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NARS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NBEAL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129852238733426,-0.0600494299893116,-0.10727128196666,-0.155322720131079,-0.197105934937925,-0.237434311025056,-0.280971616034224,-0.307154582149302,-0.350092706425309,-0.373999937422749,-0.400030724665104,-0.424878670698302,-0.454000088769409,-0.481182516326138,-0.512736120596346,-0.547427031273133,-0.582663015083935,-0.616583298576189,-0.644391037302687,-0.671791662643674,-0.700743428489741,-0.729010429842832,-0.75674738585774
"NCOA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCOA7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NDFIP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NDUFAF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NEK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00293972719778872,-0.00550333157077091,0,0,0,0,0,0,0,0,0,0,0,0
"NFE2L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152263707810031,0.0439132991847556,0.077296650678952,0.101567968640075,0.120061309822234,0.138362299728971,0.155516246839663,0.170281542010707,0.178519061943307,0.185324817576476,0.19266496977584,0.200951911602689,0.210509334891445,0.221924652715935,0.233669772379971,0.24707108603088
"NFKBIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NFKBIZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00693681231503271,-0.0311960038330786,-0.0565072728362027,-0.07772725698197,-0.101575274376147,-0.135832418396014,-0.165185034609686,-0.201350486441433,-0.240335300568927,-0.278310786365493,-0.313640269318131,-0.352905736327417,-0.395071719363594,-0.438912899045964,-0.484234469215997,-0.521827601322502,-0.562534269883271,-0.601601498637112,-0.640843936500865,-0.680427637748299
"NFYA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00625767939541272,-0.0166967823735614,-0.0198211711004897,-0.0239751080480107,-0.0287088661884233,-0.033771935739393,-0.0393307367973746,-0.0489428556276792,-0.0641457143190225,-0.0785578276303581,-0.0856112475480378,-0.0901036965635265,-0.0928966296609839,-0.0951773280161775,-0.0959475361357935,-0.0973839997048562,-0.0990068640845629,-0.0989383804151322,-0.0984193501594829,-0.0970511670377385
"NIF3L1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00702828480177094,-0.0190322356008039,-0.030901661383743,-0.0445220630666631,-0.0591257173110614
"NIPSNAP3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NKIRAS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128763230305372,0.00183945152241265,0.000966349496502815,0.000117152933094359,0,0.000557729511567264,0.000744822714352679,0.00121934388954318,0.00156435630697142,0.00243767467955159,0.0058938294337099,0.0135828376453381,0.0239207202900909,0.0381173516576262
"NNMT",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00459493016451285,0.0221510277203276,0.0380973638743521,0.0624653029383186,0.093624009977979,0.107393638103162,0.113615611901564,0.115456911787237,0.110450356482525,0.10514143223196,0.10089642617823,0.101109808944451,0.0948508569776204,0.0987805243494998,0.100164870671236,0.104717900049418,0.111980555227546,0.123460558191843,0.136414188551209,0.153604606008046,0.172513122302305,0.19148864354938,0.208177355992829,0.216839896935564,0.223359108790708,0.226694142995573,0.226881450148179,0.225337368041064
"NOL11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NUDCD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NUDT16P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NUP107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00278666634554631,0.00624342975104343
"NUP35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000850945468720309,0.00219516840065889,0.00389932966684503
"NUP62CL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NUP88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126825443830774,0.00362604398885951,0.00865265899178358,0.014715147420659
"OASL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OAT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000901825543787838
"OCLN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OCRL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ODC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119372508914819,0.0208864104345827,0.0293445360371914,0.0380106544949273,0.0506100361028883,0.0669392525116081,0.0856587647563896,0.107111311917146,0.131410107058792,0.153215790924847,0.17631552346683,0.198299530657265,0.222501023368215,0.245872468262356
"OLFM4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ORC5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ORMDL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OXSM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00703627176922842,-0.0114975210467179,-0.0157666052339743,-0.0245675067098477,-0.0306550488603713,-0.031679582633907,-0.0340834545252233,-0.0378474872072993,-0.040471643776232,-0.0413132867527,-0.0458931437780724,-0.0523020311245647,-0.0628425543182918,-0.0740865460016255,-0.0855404663847797,-0.100414815012233,-0.119717537680206,-0.139492583294213,-0.165595754777302,-0.195095657222712,-0.227334238790997,-0.259162502426301
"PAAF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00590234102824448,-0.0191373014570257,-0.0364240986522568,-0.0444822100763082,-0.0588550874511242,-0.0641018959539233,-0.0792313079961596,-0.101995731268812,-0.127477764423217,-0.150082598768449,-0.171710564265343,-0.189663401397087,-0.204979738526696,-0.219480058361826,-0.231392274429904,-0.240321990100517,-0.248328175696996,-0.254652204333209,-0.260051694483146
"PAPSS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAPSS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00528151710082067,0.0246259633284445,0.0406455076776632,0.0580438184223879,0.0707279082116051,0.0828727221775183,0.0941636222510779,0.105012259034463,0.115751507321523,0.128507860620803,0.138684033063398,0.148179720773099,0.15706688285055,0.167339604267209,0.178464918435401
"PARP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00218671563283728,-0.0162216999607825,-0.023150032458255,-0.0330024965333548,-0.0426154532837894,-0.0524320124114871,-0.0590306184390104,-0.0639854042287545,-0.0698666074582479,-0.0760458622756589,-0.0821071600254234,-0.0860070690700169,-0.0900009141677726,-0.0941006617544232,-0.0972954415922425,-0.100107490591191,-0.102850846648565
"PARP4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00251664913412408
"PARP9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PDIA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405238832586944,0.0771974303365366,0.114568110476024,0.139770353668196,0.173952645911839,0.202812683977287,0.228608947907485,0.246787813738272,0.262829749538926,0.276438005248625,0.290472654668127,0.305041158680705,0.314070918158228,0.322048426181212,0.329183944906976,0.337165187763035,0.345237830427853
"PDIK1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00716594285926827,0.0202258384475441,0.0360321023813201,0.0562982830529879,0.0776719729810018,0.103157661906769,0.131449896038646,0.161848982699158,0.196353426088294
"PDK4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210930025262215,0.0520649515044851,0.0743305021710329,0.0920483176890298,0.109395465591851,0.13986657686992,0.162972624707287,0.184267727225504,0.199383904320051,0.212190570739221,0.223125689693394,0.234347609416875,0.247961594339144,0.263373839071529,0.280026983111015,0.296282370362354,0.314499283349424,0.33052959130067,0.345558795187127,0.359882832327826
"PELI1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PEX11A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PEX3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PGAP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PGC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PGK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PGM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00828106073177902,0.0194404392929542,0.0345246969789098,0.0425796390690336,0.0443758268991274,0.049182586829278,0.055752765056737,0.0658228161105169,0.0764809225057283,0.0755291774057232,0.0793462485863523,0.0699745831341581,0.0596425807041263,0.0531709961574875,0.0478887045657594,0.0391783013746897,0.0285152230633576,0.0173838032428047,0.005779090271192,0.00246580891360461,0.00137118444969749,0.000510886206368447,0.000404378342603623,0.000790825527082358
"PGM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
