803697|801609|0.24609375|0.24609375
803699|803697|3.296875|3.296875
803710|803328|1.875|1.875
803711|803710|2.05859375|2.05859375
803715|803711|26.4375|26.4375
803719|803459|0.34375|0.34375
803720|803719|1.84375|1.84375
803724|803720|25.203125|25.203125
803725|803532|1.87890625|1.87890625
803726|803725|2.0703125|2.0703125
803729|803726|25.484375|25.484375
803730|803583|0.34375|0.34375
803731|803730|1.86328125|1.86328125
803732|803582|0.33984375|0.33984375
803734|803732|1.89453125|1.89453125
803736|803580|1.8359375|1.8359375
803738|803736|2.02734375|2.02734375
803740|803529|1.8203125|1.8203125
803742|803740|1.9296875|1.9296875
803743|803731|24.46484375|24.46484375
803745|803734|24.41796875|24.41796875
803748|803738|24.48828125|24.48828125
803749|803742|23.32421875|23.32421875
803751|803600|0.34375|0.34375
803752|803751|1.8828125|1.8828125
803755|803752|22.18359375|22.18359375
803756|803613|1.8203125|1.8203125
803757|803756|2.02734375|2.02734375
803760|803757|19.95703125|19.95703125
803761|803643|1.86328125|1.86328125
803762|803761|2.046875|2.046875
803765|803762|19.921875|19.921875
803766|803622|0.34375|0.34375
803767|803766|1.984375|1.984375
803770|803767|19.97265625|19.97265625
803771|803642|1.87109375|1.87109375
803772|803771|2.0546875|2.0546875
803776|803772|18.9765625|18.9765625
803777|803630|1.81640625|1.81640625
803778|803777|2.01171875|2.01171875
803781|803778|17.77734375|17.77734375
803782|803686|1.828125|1.828125
803783|803782|2.01953125|2.01953125
803786|803783|15.359375|15.359375
803790|803699|1.7734375|1.7734375
803791|803790|1.91796875|1.91796875
803794|803791|8.44140625|8.44140625
